building_energy_0.005,building_eui_0.005,building_wui_0.005,building_ess_0.005,building_gfa_0.005,building_ghg_0.005,building_value_0.005,building_energy_0.01,building_eui_0.01,building_wui_0.01,building_ess_0.01,building_gfa_0.01,building_ghg_0.01,building_value_0.01,building_energy_0.15,building_eui_0.15,building_wui_0.15,building_ess_0.15,building_gfa_0.15,building_ghg_0.15,building_value_0.15
8801012.72222222,125.54166666666667,782.2061111111111,59.611111111111114,80128.52777777778,5.112777777777778,2865637.5,8261692.556435644,131.190099009901,336.4473267326732,55.64356435643565,70146.62376237624,5.319306930693069,2521750.99009901,11247779.508522905,126.6948422266485,73.36153265541463,57.79337456756473,90045.61500157249,5.036939930810358,7947774.127057344
8658982.73243243,125.62432432432433,763.927837837838,59.91891891891892,78708.16216216216,5.108648648648649,2799170.2702702703,8261692.556435644,131.190099009901,336.4473267326732,55.64356435643565,70146.62376237624,5.319306930693069,2521750.99009901,11246913.838440578,126.70627750995597,73.38460490463216,57.79113393418571,90036.8080591071,5.037157828547474,7946527.635506183
8674147.519444443,121.26388888888889,85.64972222222222,61.55555555555556,80097.16666666667,4.924722222222223,2833450.0,8305491.134,131.428,339.7783,55.32,70486.68,5.339499999999999,2521980.0,11251789.68780769,126.69971718864565,73.36720435738975,57.791662302293915,90073.26285744213,5.036828323033413,7949339.07751126
8588361.405405404,123.61621621621622,87.56162162162163,60.32432432432432,78645.8918918919,5.01,2791617.5675675673,8305491.134,131.428,339.7783,55.32,70486.68,5.339499999999999,2521980.0,11251464.377167994,126.69524507750313,73.37359865940512,57.79534981147884,90073.9862274822,5.036541684122328,7949007.318077085
8588361.405405404,123.61621621621622,87.56162162162163,60.32432432432432,78645.8918918919,5.01,2791617.5675675673,8305491.134,131.428,339.7783,55.32,70486.68,5.339499999999999,2521980.0,11251822.932614386,126.69864935608837,73.36865668516386,57.79373887551042,90073.66951104597,5.0365145010993615,7949542.767563606
8588361.405405404,123.61621621621622,87.56162162162163,60.32432432432432,78645.8918918919,5.01,2791617.5675675673,8305491.134,131.428,339.7783,55.32,70486.68,5.339499999999999,2521980.0,11251760.74165969,126.69542695688573,73.36254709083299,57.79698618668899,90083.43768313102,5.036305985768103,7946864.229070741
8588361.405405404,123.61621621621622,87.56162162162163,60.32432432432432,78645.8918918919,5.01,2791617.5675675673,8306248.484848483,130.74141414141414,341.32858585858594,55.75757575757576,70781.69696969698,5.317373737373737,2534768.1818181816,11250835.017022392,126.69354467461814,73.35326637371834,57.7952500523122,90079.80482318476,5.036530654948734,7946106.065390249
8617721.5125,129.5325,92.22575,56.775,76101.375,5.23975,2699718.75,8346086.881443299,131.61443298969073,346.7477319587629,55.175257731958766,70706.77319587629,5.35422680412371,2553986.597938144,11252180.021137362,126.69752247543383,73.33745557181683,57.79824378005436,90089.75700397241,5.036448881455153,7945647.863579343
8617721.5125,129.5325,92.22575,56.775,76101.375,5.23975,2699718.75,8339490.283333334,131.6677083333333,349.5819791666667,55.177083333333336,70703.71875,5.360937500000001,2556815.625,11251579.978289954,126.70028222013168,73.34448416431484,57.79356119995819,90084.10426465976,5.036567366990697,7944890.761262674
8617721.5125,129.5325,92.22575,56.775,76101.375,5.23975,2699718.75,8339490.283333334,131.6677083333333,349.5819791666667,55.177083333333336,70703.71875,5.360937500000001,2556815.625,11251579.978289954,126.70028222013168,73.34448416431484,57.79356119995819,90084.10426465976,5.036567366990697,7944890.761262674
8617721.5125,129.5325,92.22575,56.775,76101.375,5.23975,2699718.75,8340848.101052631,131.31157894736845,351.5578947368421,55.526315789473685,70925.67368421053,5.349684210526315,2564351.052631579,11249330.927353464,126.69897607355553,73.3481297670045,57.792393689269666,90067.21549472364,5.0367182112631905,7942551.982133528
8573135.443902439,131.33170731707315,93.86195121951219,55.63414634146341,75059.87804878049,5.307560975609756,2664307.3170731706,8340848.101052631,131.31157894736845,351.5578947368421,55.526315789473685,70925.67368421053,5.349684210526315,2564351.052631579,11248091.093962817,126.69847503655734,73.3502893252559,57.79339878838521,90059.83596198037,5.0367119281387085,7940532.559118446
8573135.443902439,131.33170731707315,93.86195121951219,55.63414634146341,75059.87804878049,5.307560975609756,2664307.3170731706,8340848.101052631,131.31157894736845,351.5578947368421,55.526315789473685,70925.67368421053,5.349684210526315,2564351.052631579,11247682.3474047,126.69490339425587,73.3492,57.79613577023499,90058.71409921671,5.036572323759791,7939873.5322193215
8617721.5125,129.5325,92.22575,56.775,76101.375,5.23975,2699718.75,8367744.1925531905,131.56382978723406,355.2488297872341,55.265957446808514,71105.73404255319,5.372659574468085,2544515.425531915,11251638.593881175,126.69594862691865,73.34722982144721,57.79127075284536,90087.69588597682,5.036576172078939,7941201.855591522
8258539.733333332,127.63589743589743,94.3476923076923,58.205128205128204,75202.23076923077,5.136666666666666,2698615.3846153845,8367744.1925531905,131.56382978723406,355.2488297872341,55.265957446808514,71105.73404255319,5.372659574468085,2544515.425531915,11252985.633354211,126.68708633469048,73.33239899780772,57.79465497442322,90103.12386470404,5.036453700803842,7942478.5124752065
8302400.326315789,125.53157894736842,92.57578947368421,59.60526315789474,76345.84210526316,5.055526315789474,2738605.263157895,8376704.968817203,131.89354838709676,358.83408602150547,55.0,71067.4623655914,5.395806451612903,2510298.3870967743,11252985.633354211,126.68708633469048,73.33239899780772,57.79465497442322,90103.12386470404,5.036453700803842,7942478.5124752065
8377541.567567567,125.74324324324324,92.47891891891892,59.45945945945946,77141.67567567568,5.0562162162162165,2774918.918918919,8376704.968817203,131.89354838709676,358.83408602150547,55.0,71067.4623655914,5.395806451612903,2510298.3870967743,11252953.039718162,126.68760960334028,73.33681210855949,57.790396659707724,90102.39284968685,5.0364645093945715,7942168.165031315
8377541.567567567,125.74324324324324,92.47891891891892,59.45945945945946,77141.67567567568,5.0562162162162165,2774918.918918919,8375149.739361701,132.61170212765958,356.9986170212766,54.54255319148936,70750.5744680851,5.418510638297873,2496954.255319149,11251235.448006265,126.68799582463465,73.34016492693112,57.79091858037578,90084.81435281837,5.036530271398747,7939985.0065762
8377541.567567567,125.74324324324324,92.47891891891892,59.45945945945946,77141.67567567568,5.0562162162162165,2774918.918918919,8375149.739361701,132.61170212765958,356.9986170212766,54.54255319148936,70750.5744680851,5.418510638297873,2496954.255319149,11250619.25254644,126.68668336464204,73.35110206637445,57.78897933625548,90081.1664057608,5.036434982258402,7938666.7191609265
8349559.647222223,123.40833333333333,91.16388888888888,60.75,78041.88888888889,4.961666666666667,2817162.5,8375149.739361701,132.61170212765958,356.9986170212766,54.54255319148936,70750.5744680851,5.418510638297873,2496954.255319149,11250089.004153186,126.6892935406449,73.35464468329333,57.786705624543465,90076.008817698,5.036577272252948,7938000.689032662
8429963.40857143,123.45714285714286,90.66228571428572,60.97142857142857,78972.17142857143,4.966857142857143,2875744.285714286,8375149.739361701,132.61170212765958,356.9986170212766,54.54255319148936,70750.5744680851,5.418510638297873,2496954.255319149,11249187.508096829,126.68224123539233,73.34862583472454,57.78724958263773,90071.22208889817,5.036283388981635,7937304.888668614
8563999.073529411,123.92058823529412,89.57617647058824,60.470588235294116,80237.32352941176,4.984705882352942,2938672.0588235296,8375149.739361701,132.61170212765958,356.9986170212766,54.54255319148936,70750.5744680851,5.418510638297873,2496954.255319149,11249187.508096829,126.68224123539233,73.34862583472454,57.78724958263773,90071.22208889817,5.036283388981635,7937304.888668614
8563999.073529411,123.92058823529412,89.57617647058824,60.470588235294116,80237.32352941176,4.984705882352942,2938672.0588235296,8625411.645263156,132.9105263157895,353.2791578947368,54.421052631578945,72107.74736842106,5.414421052631579,2579622.6315789474,11249187.508096829,126.68224123539233,73.34862583472454,57.78724958263773,90071.22208889817,5.036283388981635,7937304.888668614
8563999.073529411,123.92058823529412,89.57617647058824,60.470588235294116,80237.32352941176,4.984705882352942,2938672.0588235296,8625411.645263156,132.9105263157895,353.2791578947368,54.421052631578945,72107.74736842106,5.414421052631579,2579622.6315789474,11248925.856035473,126.68231611893583,73.3458435054773,57.7867501304121,90068.98231611894,5.036227438706312,7936933.224100157
8563999.073529411,123.92058823529412,89.57617647058824,60.470588235294116,80237.32352941176,4.984705882352942,2938672.0588235296,8625411.645263156,132.9105263157895,353.2791578947368,54.421052631578945,72107.74736842106,5.414421052631579,2579622.6315789474,11247663.01555231,126.68233023886513,73.34963805152812,57.783352456451446,90059.02696359654,5.036283508918327,7935492.620527798
8491309.33030303,121.91515151515152,87.81333333333333,61.666666666666664,80920.93939393939,4.907272727272727,2959063.6363636362,8662001.177659573,133.15000000000003,356.2670212765958,54.170212765957444,72375.18085106384,5.426702127659574,2587926.063829787,11247845.897236416,126.6824486390656,73.34147669204296,57.77995619981228,90060.11862550839,5.036339555740953,7934664.146730629
8526148.705882354,125.83823529411765,89.34676470588235,59.88235294117647,79655.79411764706,5.115882352941178,2899336.7647058824,8662001.177659573,133.15000000000003,356.2670212765958,54.170212765957444,72375.18085106384,5.426702127659574,2587926.063829787,11250028.912979566,126.69242076730609,73.33246663886572,57.77116346955796,90070.67717889909,5.036619057547957,7934501.178377815
8415494.375,128.546875,90.4590625,57.625,75997.5625,5.212187500000001,2410664.0625,8662001.177659573,133.15000000000003,356.2670212765958,54.170212765957444,72375.18085106384,5.426702127659574,2587926.063829787,11249121.514138255,126.68570534876447,73.33941090605775,57.774059013658636,90069.18314044416,5.036512355333125,7932592.618392243
8509540.603225807,125.97419354838709,88.33225806451614,58.96774193548387,77597.48387096774,5.119677419354838,2446954.8387096776,8574096.398969073,132.9,347.6228865979382,53.94845360824742,71665.42268041238,5.431752577319587,2552613.402061856,11243282.412054224,126.68364963503649,73.34394160583942,57.77810218978102,90030.68461939521,5.03648488008342,7927877.562877998
8509540.603225807,125.97419354838709,88.33225806451614,58.96774193548387,77597.48387096774,5.119677419354838,2446954.8387096776,8549741.429591836,133.05612244897958,345.13846938775515,53.94897959183673,71360.16326530612,5.455918367346938,2532453.06122449,11243282.412054224,126.68364963503649,73.34394160583942,57.77810218978102,90030.68461939521,5.03648488008342,7927877.562877998
8509540.603225807,125.97419354838709,88.33225806451614,58.96774193548387,77597.48387096774,5.119677419354838,2446954.8387096776,8549741.429591836,133.05612244897958,345.13846938775515,53.94897959183673,71360.16326530612,5.455918367346938,2532453.06122449,11242875.034240434,126.68106558231676,73.33996455009905,57.77958502763007,90028.80466061932,5.036364299864457,7927457.989573559
8509540.603225807,125.97419354838709,88.33225806451614,58.96774193548387,77597.48387096774,5.119677419354838,2446954.8387096776,8549741.429591836,133.05612244897958,345.13846938775515,53.94897959183673,71360.16326530612,5.455918367346938,2532453.06122449,11242875.034240434,126.68106558231676,73.33996455009905,57.77958502763007,90028.80466061932,5.036364299864457,7927457.989573559
8610426.476666667,124.76666666666665,84.63433333333336,60.266666666666666,79124.06666666667,5.083666666666667,2516010.0,8510762.936363636,133.0060606060606,343.03383838383843,54.06060606060606,70959.81818181818,5.465454545454545,2514540.909090909,11244814.559672713,126.6872941421722,73.3253168647071,57.77663122785074,90045.09094225557,5.036599958307275,7926550.197310819
8750303.503448276,125.0206896551724,85.07137931034482,59.758620689655174,80515.10344827586,5.106206896551725,2586724.1379310344,8471697.919387754,133.434693877551,346.13928571428573,53.704081632653065,70299.91836734694,5.489285714285714,2525602.0408163266,11243257.200573275,126.69582030435691,73.32912966437357,57.77089847821555,90022.65838023766,5.036851156973109,7924820.319262039
8750303.503448276,125.0206896551724,85.07137931034482,59.758620689655174,80515.10344827586,5.106206896551725,2586724.1379310344,8493504.52886598,133.23092783505157,349.0669072164949,53.876288659793815,70596.81443298969,5.490309278350515,2534822.1649484537,11244204.590992494,126.7002189324437,73.33452251876564,57.77105921601334,90025.75422226856,5.036996455379483,7925562.75469141
8801637.929629631,123.82222222222224,89.48148148148148,59.148148148148145,81737.85185185185,5.106296296296296,2481333.3333333335,8493504.52886598,133.23092783505157,349.0669072164949,53.876288659793815,70596.81443298969,5.490309278350515,2534822.1649484537,11245359.585937662,126.70579589283855,73.33407380381529,57.765453976858126,90029.28682372563,5.037233399353695,7925799.4884811845
8801637.929629631,123.82222222222224,89.48148148148148,59.148148148148145,81737.85185185185,5.106296296296296,2481333.3333333335,8385198.262886598,133.28144329896907,350.58329896907225,53.865979381443296,69426.45360824742,5.484845360824742,2446673.1958762887,11245359.585937662,126.70579589283855,73.33407380381529,57.765453976858126,90029.28682372563,5.037233399353695,7925799.4884811845
8752589.41923077,123.8153846153846,87.06038461538463,56.84615384615385,81935.07692307692,5.153076923076924,2524240.3846153845,8442663.866666667,133.525,353.6355208333334,53.604166666666664,69877.77083333333,5.494583333333334,2467673.4375,11236288.88759383,126.70960175145954,73.35385842368642,57.76105087572977,89979.87317556297,5.037504170141784,7919434.18911593
8752589.41923077,123.8153846153846,87.06038461538463,56.84615384615385,81935.07692307692,5.153076923076924,2524240.3846153845,8401016.904123712,133.8216494845361,352.0082474226804,53.618556701030926,69437.07216494845,5.501546391752577,2453891.7525773197,11236248.676172609,126.71238273921202,73.35271002710027,57.754951011048576,89977.93344798833,5.03780487804878,7918389.372732958
8752589.41923077,123.8153846153846,87.06038461538463,56.84615384615385,81935.07692307692,5.153076923076924,2524240.3846153845,8420833.244791666,133.584375,352.87791666666664,54.020833333333336,69728.02083333333,5.495208333333333,2467556.25,11235126.583013756,126.70279283034598,73.33799916631929,57.75802417674031,89974.91241142142,5.0373572321800735,7917275.494164235
8752589.41923077,123.8153846153846,87.06038461538463,56.84615384615385,81935.07692307692,5.153076923076924,2524240.3846153845,8420833.244791666,133.584375,352.87791666666664,54.020833333333336,69728.02083333333,5.495208333333333,2467556.25,11235260.45825607,126.70596937180954,73.3279206167309,57.75487029898948,89973.06193353474,5.037478904052506,7916073.548494635
8752589.41923077,123.8153846153846,87.06038461538463,56.84615384615385,81935.07692307692,5.153076923076924,2524240.3846153845,8450952.120212765,133.43829787234043,357.4320212765958,53.90425531914894,70061.03191489361,5.498936170212766,2480471.8085106383,11234747.219635416,126.71308333333332,73.34003229166667,57.7496875,89967.05953125,5.037838541666668,7915321.98875
8752589.41923077,123.8153846153846,87.06038461538463,56.84615384615385,81935.07692307692,5.153076923076924,2524240.3846153845,8450952.120212765,133.43829787234043,357.4320212765958,53.90425531914894,70061.03191489361,5.498936170212766,2480471.8085106383,11242491.822927946,126.71423365264474,73.33338296543107,57.749895876718035,90003.56814868805,5.0377873802582265,7919531.782902957
8752589.41923077,123.8153846153846,87.06038461538463,56.84615384615385,81935.07692307692,5.153076923076924,2524240.3846153845,8450952.120212765,133.43829787234043,357.4320212765958,53.90425531914894,70061.03191489361,5.498936170212766,2480471.8085106383,11239942.362510407,126.70099916736052,73.31712531223981,57.758430474604495,89990.67240840966,5.0371159450457945,7917569.175999167
8570931.442307692,122.53076923076924,84.2153846153846,56.11538461538461,80937.80769230769,5.087307692307693,2485696.153846154,8323104.899999999,134.0731182795699,360.6903225806451,53.43010752688172,67876.24731182796,5.527204301075269,2403333.870967742,11239221.616304236,126.70324628030383,73.32615544688377,57.756424929767974,89983.44735199251,5.037157423785247,7915900.659972948
8712674.572,121.78,85.4748,55.36,82751.92,5.063599999999999,2545380.0,8265077.19148936,133.8159574468085,357.4656382978723,53.702127659574465,67431.81914893616,5.516808510638298,2382347.8723404254,11239640.18370956,126.69658795381255,73.3161812129408,57.76001248309581,89996.5649120982,5.036887548111932,7916453.655778633
8758681.804166667,121.45416666666667,86.48416666666667,55.625,83753.66666666667,5.06625,2500106.25,8299283.303225806,134.18279569892474,359.72408602150534,53.41935483870968,67608.50537634408,5.531827956989248,2398195.1612903224,11239505.213781986,126.69331183690451,73.3085552319534,57.76097358019555,89998.06308508426,5.036867068857916,7916445.599438319
8557017.268000001,119.348,83.0868,55.8,82563.52,5.0324,2451888.0,8299283.303225806,134.18279569892474,359.72408602150534,53.41935483870968,67608.50537634408,5.531827956989248,2398195.1612903224,11237273.596819788,126.68340261899814,73.29974225732694,57.76210766992309,89999.52447516109,5.036501766784451,7913976.455102889
8597429.626923077,118.80384615384614,80.15153846153845,56.5,82899.53846153847,5.031153846153846,2586375.0,8299283.303225806,134.18279569892474,359.72408602150534,53.41935483870968,67608.50537634408,5.531827956989248,2398195.1612903224,11235040.288024513,126.67739925218113,73.3023140839219,57.76360614873286,89987.03484628168,5.036517449106771,7910762.671479019
8597429.626923077,118.80384615384614,80.15153846153845,56.5,82899.53846153847,5.031153846153846,2586375.0,8325508.813043479,134.49891304347827,362.30456521739137,53.17391304347826,67734.68478260869,5.534782608695651,2414396.7391304346,11234441.30677051,126.6848598130841,73.29958255451713,57.75919003115265,89979.37679127726,5.036609553478713,7909681.97310488
8410336.051851852,119.16666666666667,81.10555555555554,57.03703703703704,80850.48148148147,5.028518518518519,2505633.3333333335,8368666.079569892,134.03118279569895,358.8249462365591,53.55913978494624,68464.74193548386,5.5089247311827965,2403817.7419354836,11238096.198422419,126.6845874416191,73.28511572392321,57.74229372080955,90000.88858329009,5.03644421380384,7911742.898391282
8410336.051851852,119.16666666666667,81.10555555555554,57.03703703703704,80850.48148148147,5.028518518518519,2505633.3333333335,8425461.229999999,134.72222222222223,368.63011111111126,53.01111111111111,68535.1,5.522777777777777,2257705.0,11237438.110468976,126.68587881303175,73.26558310852873,57.74237393650135,89991.40739780037,5.036258559867192,7912438.350902677
8346812.876923078,119.30384615384615,80.70346153846154,56.76923076923077,80611.19230769231,5.052307692307693,2539886.5384615385,8425461.229999999,134.72222222222223,368.63011111111126,53.01111111111111,68535.1,5.522777777777777,2257705.0,11236709.130407719,126.68690735553479,73.27249818445897,57.737109658678285,89985.26823321922,5.036336756924992,7911702.954248366
8175554.829629629,117.1962962962963,77.83407407407407,57.370370370370374,79835.77777777778,4.941851851851853,2511983.3333333335,8425461.229999999,134.72222222222223,368.63011111111126,53.01111111111111,68535.1,5.522777777777777,2257705.0,11238088.233195063,126.70360883542467,73.26097687441667,57.73441874935186,89979.88328321061,5.036990563102768,7910739.243596391
8175554.829629629,117.1962962962963,77.83407407407407,57.370370370370374,79835.77777777778,4.941851851851853,2511983.3333333335,8463549.096629214,135.35955056179776,372.24505617977536,52.69662921348315,68579.32584269663,5.551685393258427,2268308.4269662923,11235846.59975122,126.70492381051103,73.26238416087902,57.72996786565772,89961.25515704363,5.0371130921530005,7907887.936767907
