bicycle,car,public_transportation,walked,bicycle_percent,car_percent,public_transportation_percent,walked_percent
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
129.0,5176.0,20720.0,3420.0,0.4,16.0,64.0,10.6
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
2589.0,164218.0,324274.0,41772.0,0.4,28.4,56.1,7.2
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
70.0,2687.0,11583.0,2107.0,0.4,15.0,64.6,11.7
